zip_code,ride_id,started_at_date,ride_length
07310,8CD824D28F37EFCA,2022-11-24,10
07310,5CFD68B3340ED3F6,2022-11-14,7
07310,59C924BF48B63385,2022-11-10,14
07310,5E08DE8385B9A943,2022-11-05,22
07310,E7E67D779F5FBA6C,2022-11-21,10
07310,38EC638257C6BB81,2022-11-12,17
07310,0629DB1390B59A52,2022-11-25,9
07310,11DE40C69CACF2FD,2022-11-30,5
07310,D4A703DBCB8FF101,2022-11-08,5
07310,73208CBFA286B9E8,2022-11-22,9
07310,415725280F364F23,2022-11-06,9
07310,5BAF3D7CAA92DA7D,2022-11-21,7
07310,544EBC54D2A7FB82,2022-11-21,9
07310,4FC469A48C47FBDC,2022-11-14,9
07310,2CEC2927E8934946,2022-11-08,9
07310,2074D57E8BFAB857,2022-11-29,10
07310,F659E61E43C042DD,2022-11-04,9
07310,4FC120EA9B7DD29B,2022-11-24,28
07310,E81A9E49325B4075,2022-11-30,62
07310,559C242ED386ADED,2022-11-05,8
07310,0C92C738715E28D9,2022-11-05,0
07310,4D78D6CE0A142C21,2022-11-16,0
07310,51F07F28B289D523,2022-11-16,0
07310,9ED4960BEEF52C8C,2022-11-16,1
07310,AE75BA2F99BA1689,2022-11-09,0
07310,9496BCFE11C13BDD,2022-11-30,11
07310,E0068031532FDAE1,2022-11-28,0
07310,376F1BED080D3E1F,2022-11-23,1
07310,9EF28C0CF37848E6,2022-11-22,20
07310,321946DB6356E7E2,2022-11-22,14
07310,08FAF5494BAE79B1,2022-11-02,0
07310,0B4702ED7F740707,2022-11-30,0
07310,BB65B53FD78059FB,2022-11-17,0
07310,4360708B3338C15A,2022-11-22,23
07310,2D18ADE415F86EAD,2022-11-18,0
07310,29DDE6003D7032C7,2022-11-28,9
07310,F99643B4393D649F,2022-11-29,1
07310,11E430A4AD13050C,2022-11-07,0
07310,DC8304C48F142356,2022-11-08,13
07310,8920893BE64A46E9,2022-11-11,0
07310,3E36289EFD8E0B43,2022-11-23,4
07310,97BEED0857E752CA,2022-11-14,0
07310,4E63EE84E9011B2B,2022-11-16,10
07310,FE854BBB017F68CD,2022-11-19,16
07310,190F5F292E5F7169,2022-11-04,39
07310,0E4F1B774DEA1B25,2022-11-03,10
07310,8A5D37FA6C53A165,2022-11-26,22
07310,405860504C300097,2022-11-11,29
07310,6677DEECC01409F3,2022-11-13,21
07310,7A2A7BB90EA3E4D4,2022-11-20,0
07310,B372CCF621CEADCE,2022-11-13,58
07310,F07E9942F7C544D9,2022-11-13,58
07310,AA6C7935D748388C,2022-11-13,57
07310,07E31CB7163D9C53,2022-11-23,4
07310,9B95CB4FF33299C4,2022-11-27,0
07310,1C59782E89DBDD6A,2022-11-24,1
07310,2A5AFD68BB232498,2022-11-02,5
07310,962F64CEB185BF01,2022-11-05,20
07310,0E61368188B9BCC6,2022-11-28,68
07310,1624D7CE00CC9BBF,2022-11-10,4
07310,ABE9B160E9BB4E0B,2022-11-07,0
07310,4CC605AC6CCED3CE,2022-11-03,2
07310,A377AA7517A68DA7,2022-11-08,12
07310,31C528E938863335,2022-11-16,6
07310,F56CB66DAF9A931F,2022-11-30,27
07310,C139D309FC65FD40,2022-11-09,0
07310,65A0BDFEAF557930,2022-11-26,1
07310,8ECBD405FE164D96,2022-11-07,20
07310,CA6AC2A6BBB81E5D,2022-11-16,10
07310,E3B5AA4BABB7527F,2022-11-11,4
07310,F9246AD674B0D9BA,2022-11-22,13
07310,598D212B6A5D5602,2022-11-12,12
07310,D14E172DB8654675,2022-11-08,8
07310,EF628DE8095B8134,2022-11-07,1
07310,D5423249699997F1,2022-11-18,1
07310,E929FEA7B9E89BBC,2022-11-18,4
07310,617A6370DE021FEE,2022-11-04,6
07310,4839D524BBF753EA,2022-11-28,7
07310,950FB1CA340E282E,2022-11-14,9
07310,B9B9B9978ADBE63E,2022-11-02,6
07310,C19BC102FC8A6BEA,2022-11-03,8
07310,DEEF0DB035B1B85C,2022-11-29,7
07310,45FA21AFC9B7B562,2022-11-18,6
07310,A4B071EBCC6C9BED,2022-11-01,9
07310,312798E954A94E1E,2022-11-01,39
07310,4D45C2426DC27189,2022-11-23,11
07310,F8DC4E6C0B40350C,2022-11-30,11
07310,E52E252E0D3BEF50,2022-11-01,9
07310,A14D850135CC5DD3,2022-11-07,6
07310,C8D0AA895F6E341C,2022-11-21,5
07310,C07D4D87AEF15BDB,2022-11-06,36
07310,9D370BFF66450B8B,2022-11-10,0
07310,FE857B23B7621C7D,2022-11-12,0
07310,7B0690C7D253AA0E,2022-11-08,68
07310,22B26D9C8711B570,2022-11-07,35
07310,8CD2FDD7121B6896,2022-11-02,21
07310,D291A824CDBBC2D8,2022-11-25,10
07310,8CAA55AF8AAECA5E,2022-11-05,25
07310,40D4575070453D9D,2022-11-26,31
07310,98CBB330F40A58E9,2022-11-13,34
07310,273091B6645A0EE8,2022-11-15,17
07310,D4E021F298714EDC,2022-11-29,15
07310,48B0D52F1DE483FB,2022-11-13,34
07310,9F224D77B50BDD40,2022-11-04,14
07310,25C3903AC8DC3D6A,2022-11-09,20
07310,C4A08633FE68DB61,2022-11-23,13
07310,3AB3E28FF44D30F2,2022-11-25,12
07310,84FC90F717CC2B5B,2022-11-18,7
07310,1F9934E73925A6AE,2022-11-03,9
07310,317D6F2CF568D716,2022-11-27,38
07310,1F199F6D605FFCFC,2022-11-23,14
07310,B458CD7F76D974BA,2022-11-26,35
07310,66614F7462D5F6CF,2022-11-20,21
07310,433370C758EBFAC2,2022-11-05,7
07310,D4CDFD8D859D58BC,2022-11-08,28
07310,97DECC37372EC646,2022-11-21,10
07310,F18CEC4741D5F635,2022-11-04,28
07310,60F14F2F8A96B173,2022-11-28,12
07310,2C550F6413B941DE,2022-11-26,25
07310,3226054078529E5F,2022-11-14,15
07310,38E76A1177C8D2E1,2022-11-02,163
07310,FA9EC8DF07BCCD03,2022-11-07,13
07310,D0B7FDA0481CD7AC,2022-11-05,7
07310,CFE4288757B96C16,2022-11-09,22
07310,53E19156E3DD9EAF,2022-11-06,9
07310,2B027743659B67F1,2022-11-08,28
07310,31DAF999FA63F87F,2022-11-12,8
07310,77B793D7BB778AA8,2022-11-07,11
07310,CE6895AD176CBE0D,2022-11-12,9
07310,02F8C7075C669236,2022-11-02,6
07310,33FF00A673B46BA6,2022-11-12,6
07310,0938F667338E4996,2022-11-30,6
07310,72051AEF29F950B4,2022-11-12,8
07310,5F02375D6A15C4BE,2022-11-08,42
07310,213BE29629B26383,2022-11-08,9
07310,E6077D803B794116,2022-11-29,8
07310,192D5C5E5E952F9A,2022-11-06,6
07310,47CD704CAB27A025,2022-11-03,8
07310,A2C8BC4DB0DF17C3,2022-11-08,37
07310,6E6E1B36995029AF,2022-11-08,5
07310,2EE560F88433B85A,2022-11-16,9
07310,F5A56DFC40556214,2022-11-06,7
07310,E296C26EAFFC8794,2022-11-08,32
07310,54DA1D30E1D5D2E2,2022-11-05,19
07310,1723EAA18534ADAE,2022-11-04,18
07310,924F71AE17A30C37,2022-11-20,22
07310,9965CD386780FBF5,2022-11-07,37
07310,9AC91ED0F78DB8B4,2022-11-03,8
07310,258DF49251F1F450,2022-11-09,6
07310,EE166CC08995DD52,2022-11-16,7
07310,93CC31BB16AA8916,2022-11-30,8
07310,C2701CA87D7E6F1F,2022-11-14,8
07310,4022D791256A36E5,2022-11-04,8
07310,25EA5C89767B6D95,2022-11-17,7
07310,BC72B899B8BA6A0C,2022-11-14,9
07310,0893BE343D6FB4E7,2022-11-17,7
07310,A13CEC074660F37D,2022-11-21,14
07310,58C9147D660B791C,2022-11-01,11
07310,275E19F9645FB950,2022-11-30,4
07310,28E59D18FB74D8D6,2022-11-04,7
07310,010190FC1A894962,2022-11-17,8
07310,D9F2010095B88E7C,2022-11-15,9
07310,D4E5B030E882437A,2022-11-05,31
07310,F77C57F42E5E4AE0,2022-11-06,9
07310,8094352F777AD8B1,2022-11-25,11
07310,22235B1520EAE801,2022-11-09,9
07310,4F9BC5111B2F423A,2022-11-03,5
07310,8EEED48F209AE626,2022-11-13,5
07310,56B06E5F1B745E70,2022-11-17,7
07310,A6B6D9D56B9478CD,2022-11-10,7
07310,C68F6C517553F81C,2022-11-02,11
07310,4D35BF6A88DFE6A0,2022-11-20,8
07310,E29B1DB9781C01B5,2022-11-15,6
07310,CF6395A9597A3986,2022-11-27,6
07310,56C005657E77A814,2022-11-21,7
07310,3660402BD4359086,2022-11-02,5
07310,373CD42EDF14EF4A,2022-11-08,4
07310,BF3ADE8524413E23,2022-11-14,7
07310,C452C97251265C75,2022-11-19,5
07310,5FEE63A7F1EE0A16,2022-11-23,6
07310,FE37B08E42328CF8,2022-11-18,7
07310,7C6059920295349E,2022-11-24,12
07310,D03CA1C37CE26AE0,2022-11-01,6
07310,EDB85FC77AAB23F9,2022-11-05,7
07310,337E7CDCFF986678,2022-11-10,7
07310,F7298B594563CAC6,2022-11-14,11
07310,D255437346913FEB,2022-11-03,6
07310,3A4016EA26819569,2022-11-04,6
07310,B040893EA9EBC2E2,2022-11-28,5
07310,2B127190A42F8B9B,2022-11-05,6
07310,0D5AEC2A10EF4183,2022-11-01,6
07310,E87F5DEAB90E8734,2022-11-27,13
07310,C731390704507AF8,2022-11-17,8
07310,389E26DF9B8917A9,2022-11-08,4
07310,A4EE83C28EC39A38,2022-11-12,6
07310,9F75B9AAF886DF88,2022-11-07,4
07310,33C0280C5962D42A,2022-11-21,7
07310,ABB832719A6FA9FC,2022-11-29,5
07310,A19E3D673CA703BD,2022-11-15,8
07310,D7865D3E9B6410C9,2022-11-08,14
07310,3B74214CC0B3CA6B,2022-11-30,8
07310,B54A6D7113EF7A7A,2022-11-10,6
07310,2178EE08F74F230D,2022-11-27,5
07310,808A2EF9D4EDE614,2022-11-17,16
07310,1F5B8B702E2BA3CD,2022-11-12,13
07310,3205E854E4F2C5AE,2022-11-16,6
07310,E127B51879A7034B,2022-11-15,8
07310,7F0BF699D8876E8E,2022-11-27,5
07310,B1BEB11AE4A4A020,2022-11-04,11
07310,EB506AE5989B04EB,2022-11-26,4
07310,2C1E351BD7E6A921,2022-11-02,19
07310,1A5B0CB89F05E90A,2022-11-19,5
07310,56E3AA0A5BFD88E2,2022-11-04,6
07310,4FC86EED5FF782CD,2022-11-04,11
07310,E310A924C041AC8B,2022-11-30,4
07310,299CCD52AC5CC817,2022-11-05,6
07310,287D4BC96C136CF3,2022-11-15,6
07310,A79FC96B98A69D1F,2022-11-20,7
07310,63E93A3D76BE87A0,2022-11-25,13
07310,D66F0D853BBD8E12,2022-11-04,5
07310,15701AF21D658EF7,2022-11-22,5
07310,AA71D4F1464B4116,2022-11-11,6
07310,8A6FC10A13067AA7,2022-11-05,6
07310,14F072517C5B5101,2022-11-22,8
07310,70B9C80EED06247B,2022-11-29,6
07310,A8B331C89116FE62,2022-11-05,7
07310,E4F198CEA941F740,2022-11-25,6
07310,60B1561F44E62C33,2022-11-07,4
07310,9F555526F5CB956C,2022-11-21,6
07310,85084DB4E56F740B,2022-11-13,13
07310,FF1CCFADCC263333,2022-11-04,9
07310,DFECD355F4919D2A,2022-11-03,12
07310,177A670E2DE552D9,2022-11-18,9
07310,F26DB0E07FCB2EA2,2022-11-29,7
07310,426BA1A0B661745D,2022-11-12,10
07310,F3602ED4F4160E50,2022-11-21,6
07310,062383737966EDDE,2022-11-10,10
07310,657AF5651D097506,2022-11-03,6
07310,B5B5894BAD7E688C,2022-11-02,6
07310,FBA3F0B368FAA894,2022-11-04,4
07310,6343B0544F104726,2022-11-01,5
07310,E212C153BC5D823B,2022-11-07,6
07310,C86E4AB2D4E4CDCC,2022-11-18,8
07310,36EDB08A7C27750C,2022-11-19,8
07310,3A2837F46D399407,2022-11-13,9
07310,DF47CCA4BF856E4B,2022-11-01,21
07310,F65F0AD86BA0FD59,2022-11-02,13
07310,C3C5B1966AB5CAD9,2022-11-10,14
07310,FACC6FB98D02D7A5,2022-11-03,8
07310,29F1BAEBB6A67C1B,2022-11-30,14
07310,F024FCC53E7A7056,2022-11-04,17
07310,47F0DCB8CBA4ED5B,2022-11-04,12
07310,1204EF9D75C610F4,2022-11-02,29
07310,4B1B165CEC25C661,2022-11-15,7
07310,8EDFFA1391FAD299,2022-11-08,10
07310,33A45AF4C8FB4B5D,2022-11-12,27
07310,7A0586591C3D127D,2022-11-19,38
07310,5F54F00A6DA9B3AE,2022-11-07,8
07310,74CAFC8063ECCD40,2022-11-26,6
07310,6D89D238FA008C8D,2022-11-21,11
07310,367BA88FA7742EFA,2022-11-26,6
07310,F7BD72FAF8C26F62,2022-11-04,9
07310,979ED0D2F137FA01,2022-11-22,19
07310,F3065F8EF01E5583,2022-11-12,14
07310,85F55DFB7E854170,2022-11-14,8
07310,B9A99B4186D640AF,2022-11-28,6
07310,D4CBCB60F8D402A4,2022-11-04,4
07310,4D6729767C0F576C,2022-11-03,6
07310,45F49501F54D30CA,2022-11-10,6
07310,2FFBE16EEBE15523,2022-11-12,6
07310,A1DC7BBCF5398092,2022-11-28,5
07310,164D01D04181E6D3,2022-11-04,19
07310,79379A0DE9BD025E,2022-11-22,27
07310,6F2493A1C8BE538C,2022-11-23,9
07310,570642E6865342DA,2022-11-12,7
07310,E7CB7EC39B3FB3A2,2022-11-16,8
07310,4E3F3D2F3447230C,2022-11-14,8
07310,AF4CC271B50954C5,2022-11-22,6
07310,E9915CC73575C0BA,2022-11-29,5
07310,C4A64C747EAB26BB,2022-11-04,8
07310,C4561296801919F6,2022-11-30,9
07310,81C95009BB1F6297,2022-11-12,9
07310,FD317962D1330A41,2022-11-23,9
07310,4DD526C1CE690A62,2022-11-04,8
07310,177343639E358D5F,2022-11-13,10
07310,C56F6AEB95485E2A,2022-11-08,6
07310,C3C14B82952B886B,2022-11-09,14
07310,089511D4CB0D18C3,2022-11-06,9
07310,61C2D3C01BFDEA70,2022-11-19,6
07310,068D33BB63E011CE,2022-11-08,11
07310,1D7AF612AD529A50,2022-11-27,6
07310,5526FA04345107F6,2022-11-28,7
07310,89F0F9A3CFC4F550,2022-11-21,40
07310,5FF98DFFCDD9BEF0,2022-11-13,8
07310,B8D02DE4E0F6D3EF,2022-11-06,9
07310,FB07FF8EB372D38F,2022-11-20,18
07310,A358E9D77F23D37C,2022-11-19,23
07310,1171DF5197C495BC,2022-11-12,7
07310,F6B092808A5269AE,2022-11-09,6
07310,AFFCD7272EC0553D,2022-11-09,6
07310,270FC4E29787B2AB,2022-11-25,10
07310,197477E35744C046,2022-11-11,15
07310,08C47411E4618EA1,2022-11-02,18
07310,5AA57E4EA2546617,2022-11-15,27
07310,6A3FF0BEFE80F13D,2022-11-01,13
07310,AEA6092551450175,2022-11-07,6
07310,0871AE97D3F2F270,2022-11-08,14
07310,147D32D790175C37,2022-11-05,10
07310,3C797365EB7575F3,2022-11-27,11
07310,BD1CCA4512A91DA2,2022-11-09,9
07310,D412BC3A9B36CABC,2022-11-26,5
07310,E128662A3025BDCA,2022-11-21,10
07310,9713DD195ACBBFCD,2022-11-05,8
07310,2AB430B7813DDC66,2022-11-06,10
07310,ABCB6BA4C02985CE,2022-11-10,21
07310,704DC47152465F10,2022-11-12,6
07310,C4345997E57CA3B6,2022-11-28,10
07310,225B23DF20DF892E,2022-11-25,14
07310,12EEC61DEAFD892E,2022-11-21,16
07310,C20E91D7C295A3B6,2022-11-15,6
07310,A029EEEB561B7C5A,2022-11-19,18
07310,D71192C2825B65CB,2022-11-05,16
07310,F23B742072777CF2,2022-11-02,47
07310,53E88F2B5EFACB59,2022-11-13,8
07310,D84D378FAA605B68,2022-11-03,6
07310,873C7261C52F5FAE,2022-11-26,10
07310,98C959DCA5A3AE6D,2022-11-07,8
07310,B0A73B531E1430B4,2022-11-02,6
07310,23E222A41D8FD6A3,2022-11-07,7
07310,9E1D3FBE985AF6F2,2022-11-02,7
07310,AC7FB14DF4B23E63,2022-11-28,8
07310,96B72C3EE5157EF6,2022-11-03,6
07310,82CDA611761E972E,2022-11-03,16
07310,C640EC144227BBE0,2022-11-06,8
07310,0DD219582633A388,2022-11-12,7
07310,EA4F5994B408B56E,2022-11-10,5
07310,831ADD8F2E783D92,2022-11-12,69
07310,5C49267D0F810E39,2022-11-12,25
07310,B601F7E75E34DD6D,2022-11-23,11
07310,C02F731C0DFCA51E,2022-11-12,12
07310,211CE9E39A51D4CD,2022-11-08,15
07310,671ADBCAE07391C8,2022-11-19,13
07310,33E9554785B39866,2022-11-03,15
07310,5800B464F011B2E0,2022-11-19,13
07310,7CB91C3ACCF74F1B,2022-11-13,77
07310,2C8C16A4FBBE40B8,2022-11-13,76
07310,EFA9A52FDECA7556,2022-11-13,25
07310,EB013DE0E197A00D,2022-11-04,20
07310,2022F1509C9DD930,2022-11-19,5
07310,6744FAD263DFCA71,2022-11-17,7
07310,F40D14AAFB1A4523,2022-11-17,8
07310,179481109EB82E96,2022-11-14,6
07310,1B259C6003C161A6,2022-11-12,8
07310,CAE6B2E101A480DE,2022-11-13,1500
07310,2B5BAE95AD13EA59,2022-11-01,7
07310,60D0969809DC8E7A,2022-11-09,9
07310,147606918711B527,2022-11-12,76
07310,74E660A011198DB3,2022-11-30,90
07310,A02EF586E81990A2,2022-11-10,16
07310,8DFC45A0E8393C5E,2022-11-14,12
07310,9EFBEB0BA286127A,2022-11-21,10
07310,B8B4AA9E54D40C0F,2022-11-15,12
07310,BD8448D567AB1303,2022-11-18,14
07310,E4B9F806C15A3912,2022-11-26,22
07310,ADD68DA5823E8EA9,2022-11-23,8
07310,8932B7FB93868E19,2022-11-25,11
07310,FEF9F81B1FC7E535,2022-11-17,20
07310,FB659E9F87940D12,2022-11-18,13
07310,9E4B57C70A339EE4,2022-11-07,19
07310,375E0D1E68BC3B59,2022-11-05,11
07310,518810C78EB1AFEF,2022-11-12,15
07310,DA26C6334626A2E9,2022-11-05,13
07310,EF0ACEAAF5BF38ED,2022-11-13,11
07310,D07D54893F8883BC,2022-11-04,2
07310,EDE03EBC8ACF35B1,2022-11-17,2
07310,4F9A30F7EBEAFC8E,2022-11-16,3
07310,720985376DBFA4DD,2022-11-05,11
07310,5CC36475E19AEF05,2022-11-26,3
07310,959F1BF2F172AA1D,2022-11-28,3
07310,61E4A9DC5CA08E42,2022-11-24,3
07310,55C15F062350C886,2022-11-24,1
07310,F21969B38B5603FA,2022-11-29,2
07310,C056D99A17C523EE,2022-11-08,16
07310,A6BD5A91A0F3900E,2022-11-29,2
07310,0FBA36F451CCAD73,2022-11-13,3
07310,DB1F03CB484DC466,2022-11-09,2
07310,4012B3FC8298F8D3,2022-11-04,3
07310,6961158541E8707C,2022-11-06,2
07310,42B507472557891C,2022-11-24,2
07310,A8AF67269C72CDAB,2022-11-06,30
07310,B588EE097DD506DF,2022-11-02,2
07310,B343378B979BC2A6,2022-11-19,2
07310,D89E8BC37D188350,2022-11-28,2
07310,34C6B9100A73C2CC,2022-11-17,2
07310,333CC15BCCCBD521,2022-11-08,3
07310,F32335418F7C2E99,2022-11-10,2
07310,31E0CF2638EFA2CF,2022-11-16,3
07310,3158856F265BD828,2022-11-11,1
07310,545BA4AC4C5DC307,2022-11-16,3
07310,FF8F8C834F06E5C1,2022-11-02,2
07310,5466C8FB0D6BD667,2022-11-03,2
07310,2581C46BCC14E23E,2022-11-30,2
07310,D7136FFB9B1E05BB,2022-11-18,3
